['mmc2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC11462282']
['combenefit', 'www.cruk.cam.ac.uk', 'PMC7296033']
['cimbinator', 'cimbinator.bioinfo.cnio.es', 'PMC7296033']
['gdsctools', 'gdsctools.readthedocs.io', 'PMC7296033']
['racs', 'github.com', 'PMC7296033']
['cancerdp', 'crdd.osdd.net', 'PMC7296033']
['10.7303/syn2580853', 'doi.org', 'PMC7299377']
['pone.0234748.s001', 'www.ncbi.nlm.nih.gov', 'PMC7299377']
['syn2580853', 'synapse.org', 'PMC7299377']
['jhu-biobank', 'github.com', 'PMC7305302']
['10.6084/m9.figshare.12037599', 'doi.org', 'PMC7305302']
['10.5281/zenodo.3726380', 'doi.org', 'PMC7305302']
['jhubiobank', 'synapse.org', 'PMC7305302']
['mmc2.docx', 'pmc.ncbi.nlm.nih.gov', 'PMC7306512']
['mmc1.xml', 'pmc.ncbi.nlm.nih.gov', 'PMC7306512']
['10.1016/j.csbj.2020.05.018', 'doi.org', 'PMC7306512']
['10.1093/bioinformatics/btaa201', 'doi.org', 'PMC7320606']
['btaa201_supplementary_data.zip', 'www.ncbi.nlm.nih.gov', 'PMC7320606']
['pmc7320625', 'pmc.ncbi.nlm.nih.gov', 'PMC7320625']
['32271874', 'pdb', 'PMC7320625']
['btaa236_supplementary_data', 'pmc.ncbi.nlm.nih.gov', 'PMC7320625']
['monet', 'github.com', 'PMC7320625']
['10.1093/bioinformatics/btaa236', 'doi.org', 'PMC7320625']
['nihms1599131', 'www.ncbi.nlm.nih.gov', 'PMC7334101']
['pcawg', 'dcc.icgc.org', 'PMC7334101']
['bsml320/deepms', 'github.com', 'PMC7334101']
['1000 genomes project', 'pdb', 'PMC7340159']
['vccri/sierra', 'github.com', 'PMC7341584']
['13059_2020_2071_moesm2_esm.pdf', 'pdb', 'PMC7341584']
['pbmc_10k_protein_v3', 'support.10xgenomics.com', 'PMC7341584']
['tabulamuris', 'github.com', 'PMC7341584']
['13059_2020_2071_moesm5_esm.xlsx', 'pdb', 'PMC7341584']
['13059_2020_2071_moesm7_esm.xlsx', 'pdb', 'PMC7341584']
['e-mtab-7376', 'arrayexpress', 'PMC7341584']
['pbmc4k', 'support.10xgenomics.com', 'PMC7341584']
['gse95755', 'geo', 'PMC7341584']
['13059_2020_2071_moesm6_esm.xlsx', 'pdb', 'PMC7341584']
['13059_2020_2071_moesm3_esm.xlsx', 'pdb', 'PMC7341584']
['13059_2020_2071_moesm4_esm.xlsx', 'pdb', 'PMC7341584']
['13059_2020_2071_moesm1_esm.xlsx', 'pdb', 'PMC7341584']
['10.5524/100767', 'doi.org', 'PMC7350980']
['tcga', nan, 'PMC7350980']
['tdimpute', 'github.com', 'PMC7350980']
['ucsc_xena', 'xena.ucsc.edu', 'PMC7350980']
['target', 'ocg.cancer.gov', 'PMC7350980']
['cancers-12-01568-s1', 'www.mdpi.com', 'PMC7352777']
['cancers-12-01568-s001.zip', 'www.ncbi.nlm.nih.gov', 'PMC7352777']
['10.1016/j.breast.2019.10.001', 'doi.org', 'PMC7375671']
['barcuva-seq', 'www.ncbi.nlm.nih.gov', 'PMC7386360']
['phs000424.v7.p2', 'dbgap', 'PMC7386360']
['10.14309/ctg.0000000000000210', 'doi.org', 'PMC7386360']
['10.5524/100769', 'doi.org', 'PMC7407276']
['doi:10.18129/b9.bioc.hipathia', 'doi.org', 'PMC7408716']
['cells-09-01579-s1', 'www.mdpi.com', 'PMC7408716']
['cells-09-01579-s001.zip', 'www.ncbi.nlm.nih.gov', 'PMC7408716']
['hipathia_web_server', 'hipathia.babelomics.org', 'PMC7408716']
['icgc', 'dcc.icgc.org', 'PMC7408716']
['gse101144', 'geo', 'PMC7433658']
['gse119215', 'geo', 'PMC7433658']
['gse119408', 'geo', 'PMC7433658']
['sdy67', 'www.immport.org', 'PMC7439569']
['gse97930', 'geo', 'PMC7439569']
['gse107011', 'geo', 'PMC7439569']
['e-mtab-5061', 'arrayexpress', 'PMC7439569']
['gse67835', 'geo', 'PMC7439569']
['figshare:scaden/62834', 'figshare.com', 'PMC7439569']
['figshare:711d3fb2bd3288c8483a', 'figshare.com', 'PMC7439569']
['gse65133', 'geo', 'PMC7439569']
['cancers-12-02046-s1', 'www.mdpi.com', 'PMC7463652']
['32722287', 'pdb', 'PMC7463652']
['eb++adjustpancan_illuminahiseq_rnaseqv2.geneexp.xena', 'xenabrowser.net', 'PMC7463652']
['mc3.v0.2.8.public.xena', 'xenabrowser.net', 'PMC7463652']
['rpubs/izzilab/matrisome-cnas-and-mutations', 'rpubs.com', 'PMC7463652']
['izzilab/pancancer-matrisome-mutations', 'github.com', 'PMC7463652']
['tcga.pancan.samplemap/gistic2_copynumber_gistic2_all_thresholded.by_genes', 'xenabrowser.net', 'PMC7463652']
['10.5281/zenodo.3941354', 'doi.org', 'PMC7463652']
['10.5281/zenodo.3941348', 'doi.org', 'PMC7463652']
['pmc7463652', 'www.ncbi.nlm.nih.gov', 'PMC7463652']
['10.3390/cancers12082046', 'doi.org', 'PMC7463652']
['moesm7', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['moesm6', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['10.1038/s41598-020-71221-5', 'doi.org', 'PMC7468103']
['moesm3', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['pcawg', 'dcc.icgc.org', 'PMC7468103']
['moesm4', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['moesm5', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['moesm1', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['abxka/canisonet', 'github.com', 'PMC7468103']
['moesm2', 'www.ncbi.nlm.nih.gov', 'PMC7468103']
['x65163.1', 'nuccore', 'PMC7490879']
['10.1002/aur.2310', 'doi.org', 'PMC7496548']
['aur-13-1079-s003.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC7496548']
['aur-13-1079-s002.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC7496548']
['pmc7496548', 'pmc.ncbi.nlm.nih.gov', 'PMC7496548']
['aur-13-1079-s001.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC7496548']
['pmid:32490597', 'pubmed.ncbi.nlm.nih.gov', 'PMC7496548']
['pmc7532365', 'pmc.ncbi.nlm.nih.gov', 'PMC7532365']
['nct04189198', 'clinicaltrials.gov', 'PMC7532365']
['33029135', 'pdb', 'PMC7532365']
['gse33113', 'geo', 'PMC7537393']
['gse14333', 'geo', 'PMC7537393']
['gse39582', 'geo', 'PMC7537393']
['pxd014778', 'www.ebi.ac.uk', 'PMC7537393']
['gse136257', 'geo', 'PMC7537393']
['gse13067', 'geo', 'PMC7537393']
['gse17536', 'geo', 'PMC7537393']
['spneodeath', 'doi.org', 'PMC7568208']
['mmc1.xml', 'www.ncbi.nlm.nih.gov', 'PMC7568208']
['datasus', 'datasus.saude.gov.br', 'PMC7568208']
['acel-19-e13233-s001.tif', 'pmc.ncbi.nlm.nih.gov', 'PMC7576303']
['acel-19-e13233-s004.docx', 'pmc.ncbi.nlm.nih.gov', 'PMC7576303']
['acel-19-e13233-s003.tif', 'pmc.ncbi.nlm.nih.gov', 'PMC7576303']
['acel-19-e13233-s002.tif', 'pmc.ncbi.nlm.nih.gov', 'PMC7576303']
['pxd009589', 'proteomecentral.proteomexchange.org', 'PMC7577712']
['10.1038/s41598-020-74917-w', 'doi.org', 'PMC7582925']
['33093481', 'pdb', 'PMC7582925']
['41598_2020_74917_moesm1_esm.pdf', 'pdb', 'PMC7582925']
['pmc7582925', 'www.ncbi.nlm.nih.gov', 'PMC7582925']
['mdpi_supplementary_s1', 'www.mdpi.com', 'PMC7600398']
['parallelized_lda', 'github.com', 'PMC7600398']
['genes-11-01127-s001.zip', 'www.ncbi.nlm.nih.gov', 'PMC7600398']
['endoscopy', 'github.com', 'PMC7615255']
['robustmis', 'arxiv.org', 'PMC7615255']
['torch-content-area', 'github.com', 'PMC7615255']
['cholec80', 'arxiv.org', 'PMC7615255']
['robusteca', 'doi.org', 'PMC7615255']
['pseudoeca', 'doi.org', 'PMC7615255']
['cholececa', 'doi.org', 'PMC7615255']
['endoseg', 'github.com', 'PMC7615255']
['brats2020', 'www.kaggle.com', 'PMC7615776']
['acdc', 'www.creatis.insa-lyon.fr', 'PMC7615776']
['hir-26-4-274-suppl1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC7674819']
['aging-12-103925-s001..pdf', 'www.ncbi.nlm.nih.gov', 'PMC7695372']
['aging-12-103925-s002..pdf', 'www.ncbi.nlm.nih.gov', 'PMC7695372']
['gse36133', 'geo', 'PMC7695372']
['aging-12-103925-s003..xlsx', 'www.ncbi.nlm.nih.gov', 'PMC7695372']
['10.6084/m9.figshare.12647108', 'doi.org', 'PMC7695828']
['spectrum', 'cran.r-project.org', 'PMC7703791']
['crj32/spectrum_manuscript', 'github.com', 'PMC7703791']
['btz704_supplementary_data', 'www.ncbi.nlm.nih.gov', 'PMC7703791']
['pmc7703791', 'www.ncbi.nlm.nih.gov', 'PMC7703791']
['10.6084/m9.figshare.13172831', 'doi.org', 'PMC7708619']
['huskindb', 'huskindb.drug-design.de', 'PMC7708619']
['gse104704', 'geo', 'PMC7714474']
['10.6084/m9.figshare.13089383', 'doi.org', 'PMC7753688']
['tcga', 'portal.gdc.cancer.gov', 'PMC7761949']
['igsr', 'www.internationalgenome.org', 'PMC7761949']
['pmc7761949', 'www.ncbi.nlm.nih.gov', 'PMC7761949']
['cancers-12-03646-s001', 'www.ncbi.nlm.nih.gov', 'PMC7761949']
['10.3390/cancers12123646', 'doi.org', 'PMC7761949']
['idg-kinase/kinase_expression', 'github.com', 'PMC7778917']
['darkkinome.org/compounds', 'darkkinome.org', 'PMC7778917']
['darkkinome.org/prm_params', 'darkkinome.org', 'PMC7778917']
['idg-kinase/darkkinasekb', 'github.com', 'PMC7778917']
['idg-kinase', 'github.com', 'PMC7778917']
['expression.darkkinome.org', 'expression.darkkinome.org', 'PMC7778917']
['10.1093/nar/gkaa853', 'doi.org', 'PMC7778917']
['abb5398_data_file_s1.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC7787497']
['10.1126/sciadv.abb5398', 'doi.org', 'PMC7787497']
['pmid:33523961', 'pubmed.ncbi.nlm.nih.gov', 'PMC7787497']
['supp_7_2_eabb5398__index.html', 'advances.sciencemag.org', 'PMC7787497']
['abb5398_data_file_s2.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC7787497']
['abb5398_sm.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC7787497']
['abb5398_data_file_s3.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC7787497']
['pmc7787497', 'pmc.ncbi.nlm.nih.gov', 'PMC7787497']
['phs000572.v7.p4', 'dbgap', 'PMC7817020']
['10.1371/journal.pcbi.1008517', 'doi.org', 'PMC7817020']
['gsm1121859', 'geo', 'PMC7839675']
['gsm1121878', 'geo', 'PMC7839675']
['gsm1515744', 'geo', 'PMC7839675']
['gsm733763', 'geo', 'PMC7839675']
['gsm1121869', 'geo', 'PMC7839675']
['gsm2500170', 'geo', 'PMC7839675']
['egas00001003372', 'ega-archive.org', 'PMC7839675']
['gsm1121881', 'geo', 'PMC7839675']
['gsm894065', 'geo', 'PMC7839675']
['gsm733710', 'geo', 'PMC7839675']
['mmc2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC7843956']
['mmc1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC7843956']
['10.1101/349415', 'doi.org', 'PMC7843956']
['mmc3.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC7843956']
['guanlab/sequence_analysis_for_tf-co-binding', 'github.com', 'PMC7849410']
['supp_31_2_265__index.html', 'pmc.ncbi.nlm.nih.gov', 'PMC7849410']
['supp_gr.267310.120_supplemental_material.docx', 'pmc.ncbi.nlm.nih.gov', 'PMC7849410']
['supp_gr.267310.120_supplemental_tables.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC7849410']
['10.1101/gr.267310.120', 'doi.org', 'PMC7849410']
['supp_gr.267310.120_supplemental_source_code.zip', 'pmc.ncbi.nlm.nih.gov', 'PMC7849410']
['gse147528', 'geo', 'PMC7854528']
['nihms1648848-supplement-1.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC7854528']
['pmc7864964', 'www.ncbi.nlm.nih.gov', 'PMC7864964']
['10.1038/s41597-021-00831-z', 'doi.org', 'PMC7864964']
['10.6084/m9.figshare.13574279', 'doi.org', 'PMC7864964']
['10.6084/m9.figshare.13342055', 'doi.org', 'PMC7865022']
['10.6084/m9.figshare.13277348', 'doi.org', 'PMC7865011']
['chbmp_database', 'chbmp-open.loris.ca', 'PMC7865011']
['41598_2021_82910_moesm1_esm.pdf', 'pdb', 'PMC7870974']
['sigqbic', 'github.com', 'PMC7870974']
['gencode.v27lift37.annotation.gtf.gz', 'unknown_publisher', 'PMC7870974']
['41598_2021_82910_moesm2_esm.xlsx', 'pdb', 'PMC7870974']
['cisbp', 'cisbp.ccbr.utoronto.ca', 'PMC7870974']
['databaseextract_v_1.01.csv', 'humantfs.ccbr.utoronto.ca', 'PMC7870974']
['wgs_other.20180413.simple.gz', 'dcc.icgc.org', 'PMC7870974']
['qbic-pred', 'qbic.genome.duke.edu', 'PMC7870974']
['hg19.fa.gz', 'hgdownload.cse.ucsc.edu', 'PMC7870974']
['pmc7870974', 'www.ncbi.nlm.nih.gov', 'PMC7870974']
['10.6084/m9.figshare.13578008', 'doi.org', 'PMC7902847']
['supp_gr.269613.120_supplemental_tables_jdedit.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8015851']
['10.1101/gr.269613.120', 'doi.org', 'PMC8015851']
['guanlab/leopard', 'github.com', 'PMC8015851']
['supp_gr.269613.120_supplemental_code.zip', 'www.ncbi.nlm.nih.gov', 'PMC8015851']
['supp_gr.269613.120_supplemental_material.pdf', 'www.ncbi.nlm.nih.gov', 'PMC8015851']
['supp_31_4_721__index.html', 'www.ncbi.nlm.nih.gov', 'PMC8015851']
['pmc8015851', 'www.ncbi.nlm.nih.gov', 'PMC8015851']
['gse66688', 'geo', 'PMC8021700']
['v1_mouse_brain_sagittal_anterior', 'support.10xgenomics.com', 'PMC8021700']
['10.1172/jci.insight.146351ds1', 'doi.org', 'PMC8026192']
['jciinsight-6-146351-s167.pdf', 'www.ncbi.nlm.nih.gov', 'PMC8026192']
['moesm1', 'www.ncbi.nlm.nih.gov', 'PMC8043857']
['moesm3', 'www.ncbi.nlm.nih.gov', 'PMC8043857']
['moesm2', 'www.ncbi.nlm.nih.gov', 'PMC8043857']
['tigar', 'github.com', 'PMC8046351']
['igap', 'web.pasteur-lille.fr', 'PMC8046351']
['vc_twas', 'github.com', 'PMC8046351']
['gwas_catalog', 'www.ebi.ac.uk', 'PMC8046351']
['predixcan', 'github.com', 'PMC8046351']
['alz-17-489-s002.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8048495']
['alz-17-489-s003.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8048495']
['alz-17-489-s001.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8048495']
['gse67333', 'geo', 'PMC8048495']
['nihms1637640-supplement-suppfigures1-31.pdf', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['nihms1637640-supplement-supptables1-13.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['10.1038/s41588-020-00739-1', 'doi.org', 'PMC8054830']
['1637640_suppnote.pdf', 'pdb', 'PMC8054830']
['tcga-skcm', 'portal.gdc.cancer.gov', 'PMC8054830']
['pmc8054830', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['1637640_suppdata3.xlsx', 'pdb', 'PMC8054830']
['nihms1637640-supplement-suppdata2.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['nihms1637640-supplement-suppdata5.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['33230298', 'pdb', 'PMC8054830']
['nihms1637640', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['tcga_skcm_controlledaccess_v1-0_data', 'unknown_publisher', 'PMC8054830']
['nihms1637640-supplement-suppdata4.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['nihms1637640-supplement-suppdata1.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8054830']
['phs000007.v31.p12', 'dbgap', 'PMC8079392']
['10.1038/s41398-021-01373-z', 'doi.org', 'PMC8079392']
['pmc8079392', 'pmc.ncbi.nlm.nih.gov', 'PMC8079392']
['pcbi.1008878.s002', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s003', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s015', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s001', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s008', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pmc8081343', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s009', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s012', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s011', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s007', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['10.1371/journal.pcbi.1008878', 'doi.org', 'PMC8081343']
['pcbi.1008878.s014', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s004', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s006', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s010', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['33861732', 'pdb', 'PMC8081343']
['pcbi.1008878.s013', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['pcbi.1008878.s005', 'pmc.ncbi.nlm.nih.gov', 'PMC8081343']
['5cs2x2bz', 'pdb', 'PMC8081343']
['nct04619264', 'clinicaltrials.gov', 'PMC8086316']
['srp199498', 'www.ncbi.nlm.nih.gov', 'PMC8095368']
['nihms1656366', 'www.ncbi.nlm.nih.gov', 'PMC8095368']
['refdata-cellranger-grch38-3.0.0', 'cf.10xgenomics.com', 'PMC8095368']
['10.5281/zenodo.3689719', 'doi.org', 'PMC8095368']
['spatiallibd_code', 'github.com', 'PMC8095368']
['pmc8095368', 'www.ncbi.nlm.nih.gov', 'PMC8095368']
['10.5281/zenodo.3691916', 'doi.org', 'PMC8095368']
['jhpce#humanpilot10x', 'research.libd.org', 'PMC8095368']
['humanpilot', 'github.com', 'PMC8095368']
['33558695', 'pdb', 'PMC8095368']
['spatiallibd', 'spatial.libd.org', 'PMC8095368']
['nihms1693748', 'www.ncbi.nlm.nih.gov', 'PMC8103951']
['amp-ad', 'synapse.org', 'PMC8120261']
['adni', 'adni.loni.usc.edu', 'PMC8120261']
['aibl', 'aibl.csiro.au', 'PMC8120261']
['pmc8130821', 'pmc.ncbi.nlm.nih.gov', 'PMC8130821']
['nihms1656683', 'www.ncbi.nlm.nih.gov', 'PMC8130821']
['nihms1656683-supplement-1.pdf', 'www.ncbi.nlm.nih.gov', 'PMC8130821']
['33510477', 'pdb', 'PMC8130821']
['10.1038/s41588-020-00773-z', 'doi.org', 'PMC8130821']
['nihms1656683-supplement-2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8130821']
['10.5061/dryad.ttdz08kxq', 'doi.org', 'PMC8136734']
['gse44770', 'geo', 'PMC8136734']
['gse118553', 'geo', 'PMC8136734']
['cprd', 'www.cprd.com', 'PMC8158920']
['rosmap', 'www.radc.rush.edu', 'PMC8158920']
['adni', 'adni.loni.usc.edu', 'PMC8158920']
['blsa', 'www.blsa.nih.gov', 'PMC8158920']
['pmc8170065', 'pmc.ncbi.nlm.nih.gov', 'PMC8170065']
['34094808', 'pdb', 'PMC8170065']
['10.1007/s13721-021-00313-7', 'doi.org', 'PMC8170065']
['cardiorespiratoryfitness-android', 'github.com', 'PMC8214186']
['cardiorespiratoryfitness-ios', 'github.com', 'PMC8214186']
['crf_validation_analysis', 'github.com', 'PMC8214186']
['mhealth_v9i6e26006_app2.xlsx', 'pmc.ncbi.nlm.nih.gov', 'PMC8214186']
['mhealth_v9i6e26006_app1.png', 'pmc.ncbi.nlm.nih.gov', 'PMC8214186']
['10.6084/m9.figshare.13803185', 'doi.org', 'PMC8239004']
['phs000572.v7.p4', 'dbgap', 'PMC8247413']
['eaction.lichtargelab.org', 'eaction.lichtargelab.org', 'PMC8247413']
['10.1002/alz.12240', 'doi.org', 'PMC8247413']
['pmc8247413', 'www.ncbi.nlm.nih.gov', 'PMC8247413']
['pxd001250', 'www.ebi.ac.uk', 'PMC8248162']
['gse88715', 'geo', 'PMC8268805']
['gse35019', 'geo', 'PMC8268805']
['gse41228', 'geo', 'PMC8268805']
['gse43379', 'geo', 'PMC8268805']
['gse38959', 'geo', 'PMC8268805']
['gse141828', 'geo', 'PMC8268805']
['gse10780', 'geo', 'PMC8268805']
['gse8977', 'geo', 'PMC8268805']
['gse68744', 'geo', 'PMC8268805']
['10.5281/zenodo.5013252', 'doi.org', 'PMC8268805']
['gse32518', 'geo', 'PMC8268805']
['gse15363', 'geo', 'PMC8268805']
['gse45256', 'geo', 'PMC8268805']
['gse81838', 'geo', 'PMC8268805']
['gse22513', 'geo', 'PMC8268805']
['gse45581', 'geo', 'PMC8268805']
['gse13293', 'geo', 'PMC8268805']
['gse59772', 'geo', 'PMC8268805']
['gse14548', 'geo', 'PMC8268805']
['gse4823', 'geo', 'PMC8268805']
['gse1378', 'geo', 'PMC8268805']
['gse29270', 'geo', 'PMC8268805']
['gse33692', 'geo', 'PMC8268805']
['gse5847', 'geo', 'PMC8268805']
['gse31138', 'geo', 'PMC8268805']
['gse21947', 'geo', 'PMC8268805']
['gse90505', 'geo', 'PMC8268805']
['gse16873', 'geo', 'PMC8268805']
['gse83591', 'geo', 'PMC8268805']
['gse129189', 'geo', 'PMC8268805']
['gse20437', 'geo', 'PMC8268805']
['gse10797', 'geo', 'PMC8268805']
['gse5764', 'geo', 'PMC8268805']
['gse12622', 'geo', 'PMC8268805']
['gse72644', 'geo', 'PMC8268805']
['gse90521', 'geo', 'PMC8268805']
['gse26910', 'geo', 'PMC8268805']
['gse7413', 'geo', 'PMC8268805']
['gse20086', 'geo', 'PMC8268805']
['final_consensus_snv_indel_tcga.controlled.tgz', 'dcc.icgc.org', 'PMC8333422']
['hla_genotype.v2.6digit.2016_0523.icgc.controlled.tsv.gz', 'dcc.icgc.org', 'PMC8333422']
['final_consensus_sv_vcfs_passonly.tcga.controlled.tgz', 'dcc.icgc.org', 'PMC8333422']
['ms_analysis.pcawg_release_v1.riken.xlsx', 'dcc.icgc.org', 'PMC8333422']
['consensus.20170119.somatic.cna.annotated.tar.gz', 'dcc.icgc.org', 'PMC8333422']
['consensus.20170217.purity.ploidy.txt.gz', 'dcc.icgc.org', 'PMC8333422']
['icgc_neoantigen_candidate_all.tar.gz', 'dcc.icgc.org', 'PMC8333422']
['pcawg_releases', 'dcc.icgc.org', 'PMC8333422']
['pcawg_donor_clinical_march2016_v1.xlsx', 'dcc.icgc.org', 'PMC8333422']
['hla_genotype.v2.6digit.2016_0523.tcga.controlled.tsv.gz', 'dcc.icgc.org', 'PMC8333422']
['pcawg', 'dcc.icgc.org', 'PMC8333422']
['tophat_star_fpkm.v2_aliquot_gl.tsv.gz', 'dcc.icgc.org', 'PMC8333422']
['final_consensus_sv_vcfs_passonly.icgc.controlled.tgz', 'dcc.icgc.org', 'PMC8333422']
['final_consensus_snv_indel_icgc.controlled.tgz', 'dcc.icgc.org', 'PMC8333422']
['10.1126/sciadv.abe9254', 'doi.org', 'PMC8336959']
['eabe9254/dc1', 'advances.sciencemag.org', 'PMC8336959']
['tcga', 'portal.gdc.cancer.gov', 'PMC8336959']
['pmc8336959', 'www.ncbi.nlm.nih.gov', 'PMC8336959']
['amp-ad', 'ampadportal.org', 'PMC8361396']
['adni', 'adni.loni.usc.edu', 'PMC8361396']
['hir-27-3-189-suppl.pdf', 'www.ncbi.nlm.nih.gov', 'PMC8369053']
['mmc2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8385119']
['mmc1.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8385119']
['pmc8385119', 'www.ncbi.nlm.nih.gov', 'PMC8385119']
['jiujiezz/tsnad', 'github.com', 'PMC8385119']
['10.1016/j.csbj.2021.08.016', 'doi.org', 'PMC8385119']
['10.1186/s12859-021-04307-0', 'doi.org', 'PMC8386049']
['34433407', 'pdb', 'PMC8386049']
['pmc8386049', 'www.ncbi.nlm.nih.gov', 'PMC8386049']
['10.6084/m9.figshare.14716329', 'doi.org', 'PMC8405782']
['gse165614', 'geo', 'PMC8406195']
['gse150657', 'geo', 'PMC8406195']
['gse94964', 'geo', 'PMC8406195']
['prjeb57368', 'www.ebi.ac.uk', 'PMC8423758']
['1000 genomes project phase 3', 'pdb', 'PMC8423758']
['41598_2021_97129_moesm1_esm', 'pdb', 'PMC8423758']
['e-geuv-1', 'arrayexpress', 'PMC8423758']
['10.1101/2021.09.12.21263291', 'doi.org', 'PMC8452114']
['mmc1.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8474442']
['10.1016/j.bbih.2021.100227', 'doi.org', 'PMC8474442']
['zinc3938668', 'zinc15.docking.org', 'PMC8483411']
['10.1371/journal.pcbi.1009302', 'doi.org', 'PMC8483411']
['pcbi.1009302.s001.docx', 'www.ncbi.nlm.nih.gov', 'PMC8483411']
['syn20545440', 'synapse.org', 'PMC8483411']
['sage-bionetworks-challenges/multi-target-challenge', 'github.com', 'PMC8483411']
['xiongzhp/fusedembedding', 'github.com', 'PMC8483411']
['zinc538658', 'zinc15.docking.org', 'PMC8483411']
['pcbi.1009302.s007.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8483411']
['pmc8483411', 'pmc.ncbi.nlm.nih.gov', 'PMC8483411']
['kinase_seq_embedding.csv', 'raw.githubusercontent.com', 'PMC8483411']
['dmis-lab/resimnet', 'github.com', 'PMC8483411']
['pcbi.1009302.s010.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8483411']
['zinc40900273', 'zinc15.docking.org', 'PMC8483411']
['zinc98209221', 'zinc15.docking.org', 'PMC8483411']
['pcbi.1009302.s006.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8483411']
['syn25702146', 'synapse.org', 'PMC8483411']
['10.1016/j.dib.2020.105788', 'doi.org', 'PMC8519331']
['gse168137', 'geo', 'PMC8519958']
['10.6084/m9.figshare.15176109', 'doi.org', 'PMC8519958']
['gse147507', 'geo', 'PMC8551262']
['gse153940', 'geo', 'PMC8551262']
['gse150847', 'geo', 'PMC8551262']
['gse135893', 'geo', 'PMC8551262']
['gse136831', 'geo', 'PMC8551262']
['gwas_catalog_v1.0.2-associations_e100_r2020-07-14.tsv', 'www.ebi.ac.uk', 'PMC8551262']
['covid19_secondary_analysis', 'github.com', 'PMC8551262']
['phegeni', 'www.ncbi.nlm.nih.gov', 'PMC8551262']
['filtered_ppi.txt', 'github.com', 'PMC8551262']
['ocbe-uio/bayesynergy', 'github.com', 'PMC8575029']
['v3_bbab251_supplement_bbab251', 'pmc.ncbi.nlm.nih.gov', 'PMC8575029']
['gse159991', 'geo', 'PMC8580619']
['prjca001063', 'ngdc.cncb.ac.cn', 'PMC8580619']
['thnov11p9884s2.xlsx', 'www.ncbi.nlm.nih.gov', 'PMC8581407']
